nbpts,z_h,Te
4037,2.93E+11,2.36E+06
4038,2.93E+11,2.36E+06
4039,2.93E+11,2.36E+06
4040,2.93E+11,2.36E+06
4041,2.93E+11,2.36E+06
4042,2.93E+11,2.36E+06
4043,2.93E+11,2.36E+06
4044,2.93E+11,2.36E+06
4045,2.93E+11,2.36E+06
4046,2.93E+11,2.36E+06
4047,2.93E+11,2.36E+06
4048,2.93E+11,2.36E+06
4049,2.94E+11,2.36E+06
4050,2.94E+11,2.36E+06
4051,2.94E+11,2.36E+06
4052,2.94E+11,2.36E+06
4053,2.94E+11,2.36E+06
4054,2.94E+11,2.36E+06
4055,2.94E+11,2.36E+06
4056,2.94E+11,2.36E+06
4057,2.94E+11,2.36E+06
4058,2.94E+11,2.36E+06
4059,2.94E+11,2.36E+06
4060,2.94E+11,2.36E+06
4061,2.94E+11,2.36E+06
4062,2.94E+11,2.36E+06
4063,2.95E+11,2.36E+06
4064,2.95E+11,2.36E+06
4065,2.95E+11,2.36E+06
4066,2.95E+11,2.36E+06
4067,2.95E+11,2.36E+06
4068,2.95E+11,2.36E+06
4069,2.95E+11,2.36E+06
4070,2.95E+11,2.36E+06
4071,2.95E+11,2.36E+06
4072,2.95E+11,2.36E+06
4073,2.95E+11,2.36E+06
4074,2.95E+11,2.36E+06
4075,2.95E+11,2.36E+06
4076,2.95E+11,2.36E+06
4077,2.96E+11,2.36E+06
4078,2.96E+11,2.36E+06
4079,2.96E+11,2.36E+06
4080,2.96E+11,2.36E+06
4081,2.96E+11,2.36E+06
4082,2.96E+11,2.36E+06
4083,2.96E+11,2.36E+06
4084,2.96E+11,2.36E+06
4085,2.96E+11,2.36E+06
4086,2.96E+11,2.36E+06
4087,2.96E+11,2.36E+06
4088,2.96E+11,2.36E+06
4089,2.96E+11,2.36E+06
4090,2.97E+11,2.36E+06
4091,2.97E+11,2.36E+06
4092,2.97E+11,2.36E+06
4093,2.97E+11,2.36E+06
4094,2.97E+11,2.36E+06
4095,2.97E+11,2.36E+06
4096,2.97E+11,2.36E+06
4097,2.97E+11,2.36E+06
4098,2.97E+11,2.36E+06
4099,2.97E+11,2.36E+06
4100,2.97E+11,2.36E+06
4101,2.97E+11,2.36E+06
4102,2.97E+11,2.36E+06
4103,2.97E+11,2.36E+06
4104,2.98E+11,2.36E+06
4105,2.98E+11,2.36E+06
4106,2.98E+11,2.36E+06
4107,2.98E+11,2.36E+06
4108,2.98E+11,2.36E+06
4109,2.98E+11,2.36E+06
4110,2.98E+11,2.36E+06
4111,2.98E+11,2.36E+06
4112,2.98E+11,2.36E+06
4113,2.98E+11,2.36E+06
4114,2.98E+11,2.36E+06
4115,2.98E+11,2.36E+06
4116,2.98E+11,2.36E+06
4117,2.98E+11,2.36E+06
4118,2.99E+11,2.36E+06
4119,2.99E+11,2.36E+06
4120,2.99E+11,2.36E+06
4121,2.99E+11,2.36E+06
4122,2.99E+11,2.36E+06
4123,2.99E+11,2.36E+06
4124,2.99E+11,2.36E+06
4125,2.99E+11,2.36E+06
4126,2.99E+11,2.36E+06
4127,2.99E+11,2.36E+06
4128,2.99E+11,2.36E+06
4129,2.99E+11,2.36E+06
4130,2.99E+11,2.36E+06
4131,2.99E+11,2.36E+06
4132,3.00E+11,2.36E+06
4133,3.00E+11,2.36E+06
4134,3.00E+11,2.36E+06
4135,3.00E+11,2.36E+06
4136,3.00E+11,2.36E+06
4137,3.00E+11,2.36E+06
4138,3.00E+11,2.36E+06
4139,3.00E+11,2.36E+06
4140,3.00E+11,2.36E+06
4141,3.00E+11,2.36E+06
4142,3.00E+11,2.36E+06
4143,3.00E+11,2.36E+06
4144,3.00E+11,2.36E+06
4145,3.00E+11,2.36E+06
4146,3.01E+11,2.36E+06
4147,3.01E+11,2.36E+06
4148,3.01E+11,2.36E+06
4149,3.01E+11,2.36E+06
4150,3.01E+11,2.36E+06
4151,3.01E+11,2.36E+06
4152,3.01E+11,2.36E+06
4153,3.01E+11,2.36E+06
4154,3.01E+11,2.36E+06
4155,3.01E+11,2.36E+06
4156,3.01E+11,2.36E+06
4157,3.01E+11,2.36E+06
4158,3.01E+11,2.36E+06
4159,3.02E+11,2.36E+06
4160,3.02E+11,2.36E+06
4161,3.02E+11,2.36E+06
4162,3.02E+11,2.36E+06
4163,3.02E+11,2.36E+06
4164,3.02E+11,2.36E+06
4165,3.02E+11,2.36E+06
4166,3.02E+11,2.36E+06
4167,3.02E+11,2.36E+06
4168,3.02E+11,2.36E+06
4169,3.02E+11,2.36E+06
4170,3.02E+11,2.36E+06
4171,3.02E+11,2.36E+06
4172,3.02E+11,2.36E+06
4173,3.03E+11,2.36E+06
4174,3.03E+11,2.36E+06
4175,3.03E+11,2.36E+06
4176,3.03E+11,2.36E+06
4177,3.03E+11,2.36E+06
4178,3.03E+11,2.36E+06
4179,3.03E+11,2.36E+06
4180,3.03E+11,2.36E+06
4181,3.03E+11,2.36E+06
4182,3.03E+11,2.36E+06
4183,3.03E+11,2.36E+06
4184,3.03E+11,2.36E+06
4185,3.03E+11,2.36E+06
4186,3.03E+11,2.36E+06
4187,3.04E+11,2.36E+06
4188,3.04E+11,2.36E+06
4189,3.04E+11,2.36E+06
4190,3.04E+11,2.36E+06
4191,3.04E+11,2.36E+06
4192,3.04E+11,2.36E+06
4193,3.04E+11,2.36E+06
4194,3.04E+11,2.36E+06
4195,3.04E+11,2.36E+06
4196,3.04E+11,2.36E+06
4197,3.04E+11,2.36E+06
4198,3.04E+11,2.36E+06
4199,3.04E+11,2.36E+06
4200,3.04E+11,2.36E+06
4201,3.05E+11,2.36E+06
4202,3.05E+11,2.36E+06
4203,3.05E+11,2.36E+06
4204,3.05E+11,2.36E+06
4205,3.05E+11,2.36E+06
4206,3.05E+11,2.36E+06
4207,3.05E+11,2.36E+06
4208,3.05E+11,2.36E+06
4209,3.05E+11,2.36E+06
4210,3.05E+11,2.36E+06
4211,3.05E+11,2.36E+06
4212,3.05E+11,2.36E+06
4213,3.05E+11,2.36E+06
4214,3.05E+11,2.36E+06
4215,3.06E+11,2.36E+06
4216,3.06E+11,2.36E+06
4217,3.06E+11,2.36E+06
4218,3.06E+11,2.36E+06
4219,3.06E+11,2.36E+06
4220,3.06E+11,2.36E+06
4221,3.06E+11,2.36E+06
4222,3.06E+11,2.36E+06
4223,3.06E+11,2.36E+06
4224,3.06E+11,2.36E+06
4225,3.06E+11,2.36E+06
4226,3.06E+11,2.36E+06
4227,3.06E+11,2.36E+06
4228,3.07E+11,2.36E+06
4229,3.07E+11,2.36E+06
4230,3.07E+11,2.36E+06
4231,3.07E+11,2.36E+06
4232,3.07E+11,2.36E+06
4233,3.07E+11,2.36E+06
4234,3.07E+11,2.36E+06
4235,3.07E+11,2.36E+06
4236,3.07E+11,2.36E+06
4237,3.07E+11,2.36E+06
4238,3.07E+11,2.36E+06
4239,3.07E+11,2.36E+06
4240,3.07E+11,2.36E+06
4241,3.07E+11,2.36E+06
4242,3.08E+11,2.36E+06
4243,3.08E+11,2.36E+06
4244,3.08E+11,2.36E+06
4245,3.08E+11,2.36E+06
4246,3.08E+11,2.36E+06
4247,3.08E+11,2.36E+06
4248,3.08E+11,2.36E+06
4249,3.08E+11,2.36E+06
4250,3.08E+11,2.36E+06
4251,3.08E+11,2.36E+06
4252,3.08E+11,2.36E+06
4253,3.08E+11,2.36E+06
4254,3.08E+11,2.36E+06
4255,3.08E+11,2.36E+06
4256,3.09E+11,2.36E+06
4257,3.09E+11,2.36E+06
4258,3.09E+11,2.36E+06
4259,3.09E+11,2.36E+06
4260,3.09E+11,2.36E+06
4261,3.09E+11,2.36E+06
4262,3.09E+11,2.36E+06
4263,3.09E+11,2.36E+06
4264,3.09E+11,2.36E+06
4265,3.09E+11,2.36E+06
4266,3.09E+11,2.36E+06
4267,3.09E+11,2.36E+06
4268,3.09E+11,2.36E+06
4269,3.09E+11,2.36E+06
4270,3.10E+11,2.36E+06
4271,3.10E+11,2.36E+06
4272,3.10E+11,2.36E+06
4273,3.10E+11,2.36E+06
4274,3.10E+11,2.36E+06
4275,3.10E+11,2.36E+06
4276,3.10E+11,2.36E+06
4277,3.10E+11,2.36E+06
4278,3.10E+11,2.36E+06
4279,3.10E+11,2.36E+06
4280,3.10E+11,2.36E+06
4281,3.10E+11,2.36E+06
4282,3.10E+11,2.36E+06
4283,3.10E+11,2.36E+06
4284,3.11E+11,2.36E+06
4285,3.11E+11,2.36E+06
4286,3.11E+11,2.36E+06
4287,3.11E+11,2.36E+06
4288,3.11E+11,2.36E+06
4289,3.11E+11,2.36E+06
4290,3.11E+11,2.36E+06
4291,3.11E+11,2.36E+06
4292,3.11E+11,2.36E+06
4293,3.11E+11,2.36E+06
4294,3.11E+11,2.36E+06
4295,3.11E+11,2.36E+06
4296,3.11E+11,2.36E+06
4297,3.12E+11,2.36E+06
4298,3.12E+11,2.36E+06
4299,3.12E+11,2.36E+06
4300,3.12E+11,2.36E+06
4301,3.12E+11,2.36E+06
4302,3.12E+11,2.36E+06
4303,3.12E+11,2.36E+06
4304,3.12E+11,2.36E+06
4305,3.12E+11,2.36E+06
4306,3.12E+11,2.36E+06
4307,3.12E+11,2.36E+06
4308,3.12E+11,2.36E+06
4309,3.12E+11,2.36E+06
4310,3.12E+11,2.36E+06
4311,3.13E+11,2.36E+06
4312,3.13E+11,2.36E+06
4313,3.13E+11,2.36E+06
4314,3.13E+11,2.36E+06
4315,3.13E+11,2.36E+06
4316,3.13E+11,2.36E+06
4317,3.13E+11,2.36E+06
4318,3.13E+11,2.36E+06
4319,3.13E+11,2.36E+06
4320,3.13E+11,2.36E+06
4321,3.13E+11,2.36E+06
4322,3.13E+11,2.36E+06
4323,3.13E+11,2.36E+06
4324,3.13E+11,2.36E+06
4325,3.14E+11,2.36E+06
4326,3.14E+11,2.36E+06
4327,3.14E+11,2.36E+06
4328,3.14E+11,2.36E+06
4329,3.14E+11,2.36E+06
4330,3.14E+11,2.36E+06
4331,3.14E+11,2.36E+06
4332,3.14E+11,2.36E+06
4333,3.14E+11,2.36E+06
4334,3.14E+11,2.36E+06
4335,3.14E+11,2.36E+06
4336,3.14E+11,2.36E+06
4337,3.14E+11,2.36E+06
4338,3.14E+11,2.36E+06
4339,3.15E+11,2.36E+06
4340,3.15E+11,2.36E+06
4341,3.15E+11,2.36E+06
4342,3.15E+11,2.36E+06
4343,3.15E+11,2.36E+06
4344,3.15E+11,2.36E+06
4345,3.15E+11,2.36E+06
4346,3.15E+11,2.36E+06
4347,3.15E+11,2.36E+06
4348,3.15E+11,2.36E+06
4349,3.15E+11,2.36E+06
4350,3.15E+11,2.36E+06
4351,3.15E+11,2.36E+06
4352,3.16E+11,2.36E+06
4353,3.16E+11,2.36E+06
4354,3.16E+11,2.36E+06
4355,3.16E+11,2.36E+06
4356,3.16E+11,2.36E+06
4357,3.16E+11,2.36E+06
4358,3.16E+11,2.36E+06
4359,3.16E+11,2.36E+06
4360,3.16E+11,2.36E+06
4361,3.16E+11,2.36E+06
4362,3.16E+11,2.36E+06
4363,3.16E+11,2.36E+06
4364,3.16E+11,2.36E+06
4365,3.16E+11,2.36E+06
4366,3.17E+11,2.36E+06
4367,3.17E+11,2.36E+06
4368,3.17E+11,2.36E+06
4369,3.17E+11,2.36E+06
4370,3.17E+11,2.36E+06
4371,3.17E+11,2.36E+06
4372,3.17E+11,2.36E+06
4373,3.17E+11,2.36E+06
4374,3.17E+11,2.36E+06
4375,3.17E+11,2.36E+06
4376,3.17E+11,2.36E+06
4377,3.17E+11,2.36E+06
4378,3.17E+11,2.36E+06
4379,3.17E+11,2.36E+06
4380,3.18E+11,2.36E+06
4381,3.18E+11,2.36E+06
4382,3.18E+11,2.36E+06
4383,3.18E+11,2.36E+06
4384,3.18E+11,2.36E+06
4385,3.18E+11,2.36E+06
4386,3.18E+11,2.36E+06
4387,3.18E+11,2.36E+06
4388,3.18E+11,2.36E+06
4389,3.18E+11,2.36E+06
4390,3.18E+11,2.36E+06
4391,3.18E+11,2.36E+06
4392,3.18E+11,2.36E+06
4393,3.18E+11,2.36E+06
4394,3.19E+11,2.36E+06
4395,3.19E+11,2.36E+06
4396,3.19E+11,2.36E+06
4397,3.19E+11,2.36E+06
4398,3.19E+11,2.36E+06
4399,3.19E+11,2.36E+06
4400,3.19E+11,2.36E+06
4401,3.19E+11,2.36E+06
4402,3.19E+11,2.36E+06
4403,3.19E+11,2.36E+06
4404,3.19E+11,2.36E+06
4405,3.19E+11,2.36E+06
4406,3.19E+11,2.36E+06
4407,3.19E+11,2.36E+06
4408,3.20E+11,2.36E+06
4409,3.20E+11,2.36E+06
4410,3.20E+11,2.36E+06
4411,3.20E+11,2.36E+06
4412,3.20E+11,2.36E+06
4413,3.20E+11,2.36E+06
4414,3.20E+11,2.36E+06
4415,3.20E+11,2.36E+06
4416,3.20E+11,2.36E+06
4417,3.20E+11,2.36E+06
4418,3.20E+11,2.36E+06
4419,3.20E+11,2.36E+06
4420,3.20E+11,2.36E+06
4421,3.21E+11,2.36E+06
4422,3.21E+11,2.36E+06
4423,3.21E+11,2.36E+06
4424,3.21E+11,2.36E+06
4425,3.21E+11,2.36E+06
4426,3.21E+11,2.36E+06
4427,3.21E+11,2.36E+06
4428,3.21E+11,2.36E+06
4429,3.21E+11,2.36E+06
4430,3.21E+11,2.36E+06
4431,3.21E+11,2.36E+06
4432,3.21E+11,2.36E+06
4433,3.21E+11,2.36E+06
4434,3.21E+11,2.36E+06
4435,3.22E+11,2.36E+06
4436,3.22E+11,2.36E+06
4437,3.22E+11,2.36E+06
4438,3.22E+11,2.36E+06
4439,3.22E+11,2.36E+06
4440,3.22E+11,2.36E+06
4441,3.22E+11,2.36E+06
4442,3.22E+11,2.36E+06
4443,3.22E+11,2.36E+06
4444,3.22E+11,2.36E+06
4445,3.22E+11,2.36E+06
4446,3.22E+11,2.36E+06
4447,3.22E+11,2.36E+06
4448,3.22E+11,2.36E+06
4449,3.23E+11,2.36E+06
4450,3.23E+11,2.36E+06
4451,3.23E+11,2.36E+06
4452,3.23E+11,2.36E+06
4453,3.23E+11,2.36E+06
4454,3.23E+11,2.36E+06
4455,3.23E+11,2.36E+06
4456,3.23E+11,2.36E+06
4457,3.23E+11,2.36E+06
4458,3.23E+11,2.36E+06
4459,3.23E+11,2.36E+06
4460,3.23E+11,2.36E+06
4461,3.23E+11,2.36E+06
4462,3.23E+11,2.36E+06
4463,3.24E+11,2.36E+06
4464,3.24E+11,2.36E+06
4465,3.24E+11,2.36E+06
4466,3.24E+11,2.36E+06
4467,3.24E+11,2.36E+06
4468,3.24E+11,2.36E+06
4469,3.24E+11,2.36E+06
4470,3.24E+11,2.36E+06
4471,3.24E+11,2.36E+06
4472,3.24E+11,2.36E+06
4473,3.24E+11,2.36E+06
4474,3.24E+11,2.36E+06
4475,3.24E+11,2.36E+06
4476,3.24E+11,2.36E+06
4477,3.25E+11,2.36E+06
4478,3.25E+11,2.36E+06
4479,3.25E+11,2.36E+06
4480,3.25E+11,2.36E+06
4481,3.25E+11,2.36E+06
4482,3.25E+11,2.36E+06
4483,3.25E+11,2.36E+06
4484,3.25E+11,2.36E+06
4485,3.25E+11,2.36E+06
4486,3.25E+11,2.36E+06
4487,3.25E+11,2.36E+06
4488,3.25E+11,2.36E+06
4489,3.25E+11,2.36E+06
4490,3.26E+11,2.36E+06
4491,3.26E+11,2.36E+06
4492,3.26E+11,2.36E+06
4493,3.26E+11,2.36E+06
4494,3.26E+11,2.36E+06
4495,3.26E+11,2.36E+06
4496,3.26E+11,2.36E+06
4497,3.26E+11,2.36E+06
4498,3.26E+11,2.36E+06
4499,3.26E+11,2.36E+06
4500,3.26E+11,2.36E+06
4501,3.26E+11,2.36E+06
4502,3.26E+11,2.36E+06
4503,3.26E+11,2.36E+06
4504,3.27E+11,2.36E+06
4505,3.27E+11,2.36E+06
4506,3.27E+11,2.36E+06
4507,3.27E+11,2.36E+06
4508,3.27E+11,2.36E+06
4509,3.27E+11,2.36E+06
4510,3.27E+11,2.36E+06
4511,3.27E+11,2.36E+06
4512,3.27E+11,2.36E+06
4513,3.27E+11,2.36E+06
4514,3.27E+11,2.36E+06
4515,3.27E+11,2.36E+06
4516,3.27E+11,2.36E+06
4517,3.27E+11,2.36E+06
4518,3.28E+11,2.36E+06
4519,3.28E+11,2.36E+06
4520,3.28E+11,2.36E+06
4521,3.28E+11,2.36E+06
4522,3.28E+11,2.36E+06
4523,3.28E+11,2.36E+06
4524,3.28E+11,2.36E+06
4525,3.28E+11,2.36E+06
4526,3.28E+11,2.36E+06
4527,3.28E+11,2.36E+06
4528,3.28E+11,2.36E+06
4529,3.28E+11,2.36E+06
4530,3.28E+11,2.36E+06
4531,3.28E+11,2.36E+06
4532,3.29E+11,2.36E+06
4533,3.29E+11,2.36E+06
4534,3.29E+11,2.36E+06
4535,3.29E+11,2.36E+06
4536,3.29E+11,2.36E+06
4537,3.29E+11,2.36E+06
4538,3.29E+11,2.36E+06
4539,3.29E+11,2.36E+06
4540,3.29E+11,2.36E+06
4541,3.29E+11,2.36E+06
4542,3.29E+11,2.36E+06
4543,3.29E+11,2.36E+06
4544,3.29E+11,2.36E+06
4545,3.29E+11,2.36E+06
4546,3.30E+11,2.36E+06
4547,3.30E+11,2.36E+06
4548,3.30E+11,2.36E+06
4549,3.30E+11,2.36E+06
4550,3.30E+11,2.36E+06
4551,3.30E+11,2.36E+06
4552,3.30E+11,2.36E+06
4553,3.30E+11,2.36E+06
4554,3.30E+11,2.36E+06
4555,3.30E+11,2.36E+06
4556,3.30E+11,2.36E+06
4557,3.30E+11,2.36E+06
4558,3.30E+11,2.36E+06
4559,3.31E+11,2.36E+06
4560,3.31E+11,2.36E+06
4561,3.31E+11,2.36E+06
4562,3.31E+11,2.36E+06
4563,3.31E+11,2.36E+06
4564,3.31E+11,2.36E+06
4565,3.31E+11,2.36E+06
4566,3.31E+11,2.36E+06
4567,3.31E+11,2.36E+06
4568,3.31E+11,2.36E+06
4569,3.31E+11,2.36E+06
4570,3.31E+11,2.36E+06
4571,3.31E+11,2.36E+06
4572,3.31E+11,2.36E+06
4573,3.32E+11,2.36E+06
4574,3.32E+11,2.36E+06
4575,3.32E+11,2.36E+06
4576,3.32E+11,2.36E+06
4577,3.32E+11,2.36E+06
4578,3.32E+11,2.36E+06
4579,3.32E+11,2.36E+06
4580,3.32E+11,2.36E+06
4581,3.32E+11,2.36E+06
4582,3.32E+11,2.36E+06
4583,3.32E+11,2.36E+06
4584,3.32E+11,2.36E+06
4585,3.32E+11,2.36E+06
4586,3.32E+11,2.36E+06
4587,3.33E+11,2.36E+06
4588,3.33E+11,2.36E+06
4589,3.33E+11,2.36E+06
4590,3.33E+11,2.36E+06
4591,3.33E+11,2.36E+06
4592,3.33E+11,2.36E+06
4593,3.33E+11,2.36E+06
4594,3.33E+11,2.36E+06
4595,3.33E+11,2.36E+06
4596,3.33E+11,2.36E+06
4597,3.33E+11,2.36E+06
4598,3.33E+11,2.36E+06
4599,3.33E+11,2.36E+06
4600,3.33E+11,2.36E+06
4601,3.34E+11,2.36E+06
4602,3.34E+11,2.36E+06
4603,3.34E+11,2.36E+06
4604,3.34E+11,2.36E+06
4605,3.34E+11,2.36E+06
4606,3.34E+11,2.36E+06
4607,3.34E+11,2.36E+06
4608,3.34E+11,2.36E+06
4609,3.34E+11,2.36E+06
4610,3.34E+11,2.36E+06
4611,3.34E+11,2.36E+06
4612,3.34E+11,2.36E+06
4613,3.34E+11,2.36E+06
4614,3.34E+11,2.36E+06
4615,3.35E+11,2.36E+06
4616,3.35E+11,2.36E+06
4617,3.35E+11,2.36E+06
4618,3.35E+11,2.36E+06
4619,3.35E+11,2.36E+06
4620,3.35E+11,2.36E+06
4621,3.35E+11,2.36E+06
4622,3.35E+11,2.36E+06
4623,3.35E+11,2.36E+06
4624,3.35E+11,2.36E+06
4625,3.35E+11,2.36E+06
4626,3.35E+11,2.36E+06
4627,3.35E+11,2.36E+06
4628,3.36E+11,2.36E+06
4629,3.36E+11,2.36E+06
4630,3.36E+11,2.36E+06
4631,3.36E+11,2.36E+06
4632,3.36E+11,2.36E+06
4633,3.36E+11,2.36E+06
4634,3.36E+11,2.36E+06
4635,3.36E+11,2.36E+06
4636,3.36E+11,2.36E+06
4637,3.36E+11,2.36E+06
4638,3.36E+11,2.36E+06
4639,3.36E+11,2.36E+06
4640,3.36E+11,2.36E+06
4641,3.36E+11,2.36E+06
4642,3.37E+11,2.36E+06
4643,3.37E+11,2.36E+06
4644,3.37E+11,2.36E+06
4645,3.37E+11,2.36E+06
4646,3.37E+11,2.36E+06
4647,3.37E+11,2.36E+06
4648,3.37E+11,2.36E+06
4649,3.37E+11,2.36E+06
4650,3.37E+11,2.36E+06
4651,3.37E+11,2.36E+06
4652,3.37E+11,2.36E+06
4653,3.37E+11,2.36E+06
4654,3.37E+11,2.36E+06
4655,3.37E+11,2.36E+06
4656,3.38E+11,2.36E+06
4657,3.38E+11,2.36E+06
4658,3.38E+11,2.36E+06
4659,3.38E+11,2.36E+06
4660,3.38E+11,2.36E+06
4661,3.38E+11,2.36E+06
4662,3.38E+11,2.36E+06
4663,3.38E+11,2.36E+06
4664,3.38E+11,2.36E+06
4665,3.38E+11,2.36E+06
4666,3.38E+11,2.36E+06
4667,3.38E+11,2.36E+06
4668,3.38E+11,2.36E+06
4669,3.38E+11,2.36E+06
4670,3.39E+11,2.36E+06
4671,3.39E+11,2.36E+06
4672,3.39E+11,2.36E+06
4673,3.39E+11,2.36E+06
4674,3.39E+11,2.36E+06
4675,3.39E+11,2.36E+06
4676,3.39E+11,2.36E+06
4677,3.39E+11,2.36E+06
4678,3.39E+11,2.36E+06
4679,3.39E+11,2.36E+06
4680,3.39E+11,2.36E+06
4681,3.39E+11,2.36E+06
4682,3.39E+11,2.36E+06
4683,3.40E+11,2.36E+06
4684,3.40E+11,2.36E+06
4685,3.40E+11,2.36E+06
4686,3.40E+11,2.36E+06
4687,3.40E+11,2.36E+06
4688,3.40E+11,2.36E+06
4689,3.40E+11,2.36E+06
4690,3.40E+11,2.36E+06
4691,3.40E+11,2.36E+06
4692,3.40E+11,2.36E+06
4693,3.40E+11,2.36E+06
4694,3.40E+11,2.36E+06
4695,3.40E+11,2.36E+06
4696,3.40E+11,2.36E+06
4697,3.41E+11,2.36E+06
4698,3.41E+11,2.36E+06
4699,3.41E+11,2.36E+06
4700,3.41E+11,2.36E+06
4701,3.41E+11,2.36E+06
4702,3.41E+11,2.36E+06
4703,3.41E+11,2.36E+06
4704,3.41E+11,2.36E+06
4705,3.41E+11,2.36E+06
4706,3.41E+11,2.36E+06
4707,3.41E+11,2.36E+06
4708,3.41E+11,2.36E+06
4709,3.41E+11,2.36E+06
4710,3.41E+11,2.36E+06
4711,3.42E+11,2.36E+06
4712,3.42E+11,2.36E+06
4713,3.42E+11,2.36E+06
4714,3.42E+11,2.36E+06
4715,3.42E+11,2.36E+06
4716,3.42E+11,2.36E+06
4717,3.42E+11,2.36E+06
4718,3.42E+11,2.36E+06
4719,3.42E+11,2.36E+06
4720,3.42E+11,2.36E+06
4721,3.42E+11,2.36E+06
4722,3.42E+11,2.36E+06
4723,3.42E+11,2.36E+06
4724,3.42E+11,2.36E+06
4725,3.43E+11,2.36E+06
4726,3.43E+11,2.36E+06
4727,3.43E+11,2.36E+06
4728,3.43E+11,2.36E+06
4729,3.43E+11,2.36E+06
4730,3.43E+11,2.36E+06
4731,3.43E+11,2.36E+06
4732,3.43E+11,2.36E+06
4733,3.43E+11,2.36E+06
4734,3.43E+11,2.36E+06
4735,3.43E+11,2.36E+06
4736,3.43E+11,2.36E+06
4737,3.43E+11,2.36E+06
4738,3.43E+11,2.36E+06
4739,3.44E+11,2.36E+06
4740,3.44E+11,2.36E+06
4741,3.44E+11,2.36E+06
4742,3.44E+11,2.36E+06
4743,3.44E+11,2.36E+06
4744,3.44E+11,2.36E+06
4745,3.44E+11,2.36E+06
4746,3.44E+11,2.36E+06
4747,3.44E+11,2.36E+06
4748,3.44E+11,2.36E+06
4749,3.44E+11,2.36E+06
4750,3.44E+11,2.36E+06
4751,3.44E+11,2.36E+06
4752,3.45E+11,2.36E+06
4753,3.45E+11,2.36E+06
4754,3.45E+11,2.36E+06
4755,3.45E+11,2.36E+06
4756,3.45E+11,2.36E+06
4757,3.45E+11,2.36E+06
4758,3.45E+11,2.36E+06
4759,3.45E+11,2.36E+06
4760,3.45E+11,2.36E+06
4761,3.45E+11,2.36E+06
4762,3.45E+11,2.36E+06
4763,3.45E+11,2.36E+06
4764,3.45E+11,2.36E+06
4765,3.45E+11,2.36E+06
4766,3.46E+11,2.36E+06
4767,3.46E+11,2.36E+06
4768,3.46E+11,2.36E+06
4769,3.46E+11,2.36E+06
4770,3.46E+11,2.36E+06
4771,3.46E+11,2.36E+06
4772,3.46E+11,2.36E+06
4773,3.46E+11,2.36E+06
4774,3.46E+11,2.36E+06
4775,3.46E+11,2.36E+06
4776,3.46E+11,2.36E+06
4777,3.46E+11,2.36E+06
4778,3.46E+11,2.36E+06
4779,3.46E+11,2.36E+06
4780,3.47E+11,2.36E+06
4781,3.47E+11,2.36E+06
4782,3.47E+11,2.36E+06
4783,3.47E+11,2.36E+06
4784,3.47E+11,2.36E+06
4785,3.47E+11,2.36E+06
4786,3.47E+11,2.36E+06
4787,3.47E+11,2.36E+06
4788,3.47E+11,2.36E+06
4789,3.47E+11,2.36E+06
4790,3.47E+11,2.36E+06
4791,3.47E+11,2.36E+06
4792,3.47E+11,2.36E+06
4793,3.47E+11,2.36E+06
4794,3.48E+11,2.36E+06
4795,3.48E+11,2.36E+06
4796,3.48E+11,2.36E+06
4797,3.48E+11,2.36E+06
4798,3.48E+11,2.36E+06
4799,3.48E+11,2.36E+06
4800,3.48E+11,2.36E+06
4801,3.48E+11,2.36E+06
4802,3.48E+11,2.36E+06
4803,3.48E+11,2.36E+06
4804,3.48E+11,2.36E+06
4805,3.48E+11,2.36E+06
4806,3.48E+11,2.36E+06
4807,3.48E+11,2.36E+06
4808,3.49E+11,2.36E+06
4809,3.49E+11,2.36E+06
4810,3.49E+11,2.36E+06
4811,3.49E+11,2.36E+06
4812,3.49E+11,2.36E+06
4813,3.49E+11,2.36E+06
4814,3.49E+11,2.36E+06
4815,3.49E+11,2.36E+06
4816,3.49E+11,2.36E+06
4817,3.49E+11,2.36E+06
4818,3.49E+11,2.36E+06
4819,3.49E+11,2.36E+06
4820,3.49E+11,2.36E+06
4821,3.50E+11,2.36E+06
4822,3.50E+11,2.36E+06
4823,3.50E+11,2.36E+06
4824,3.50E+11,2.36E+06
4825,3.50E+11,2.36E+06
4826,3.50E+11,2.36E+06
4827,3.50E+11,2.36E+06
4828,3.50E+11,2.36E+06
4829,3.50E+11,2.36E+06
4830,3.50E+11,2.36E+06
4831,3.50E+11,2.36E+06
4832,3.50E+11,2.36E+06
4833,3.50E+11,2.36E+06
4834,3.50E+11,2.36E+06
4835,3.51E+11,2.36E+06
4836,3.51E+11,2.36E+06
4837,3.51E+11,2.36E+06
4838,3.51E+11,2.36E+06
4839,3.51E+11,2.36E+06
4840,3.51E+11,2.36E+06
4841,3.51E+11,2.36E+06
4842,3.51E+11,2.36E+06
4843,3.51E+11,2.36E+06
4844,3.51E+11,2.36E+06
4845,3.51E+11,2.36E+06
4846,3.51E+11,2.36E+06
4847,3.51E+11,2.36E+06
4848,3.51E+11,2.36E+06
4849,3.52E+11,2.36E+06
4850,3.52E+11,2.36E+06
4851,3.52E+11,2.36E+06
4852,3.52E+11,2.36E+06
4853,3.52E+11,2.36E+06
4854,3.52E+11,2.36E+06
4855,3.52E+11,2.36E+06
4856,3.52E+11,2.36E+06
4857,3.52E+11,2.36E+06
4858,3.52E+11,2.36E+06
